region_id,region,zip
92508,78564; TX; Zapata; Zapata County; New Falcon,78564
92507,78563; TX; McAllen-Edinburg-Mission; Hidalgo County; Linn,78563
92506,78562; TX; McAllen-Edinburg-Mission; Hidalgo County; La Villa,78562
92505,78561; TX; Raymondville; Willacy County,78561
92504,78560; TX; McAllen-Edinburg-Mission; Hidalgo County; La Joya,78560
92503,78559; TX; Brownsville-Harlingen; Cameron County; La Feria,78559
92502,78558; TX; McAllen-Edinburg-Mission; Hidalgo County; Donna,78558
92501,78557; TX; McAllen-Edinburg-Mission; Hidalgo County; Hidalgo,78557
92499,78552; TX; Brownsville-Harlingen; Cameron County; Harlingen,
92497,78550; TX; Brownsville-Harlingen; Cameron County; Harlingen,78550
92496,78549; TX; McAllen-Edinburg-Mission; Hidalgo County; Hargill,78549
92495,78548; TX; Rio Grande City; Starr County,78548
92494,78547; TX; Rio Grande City; Starr County; Las Lomas,78547
92493,78545; TX; Rio Grande City; Starr County; Falcon Heights,78545
92492,78543; TX; McAllen-Edinburg-Mission; Hidalgo County; Elsa,78543
92491,78541; TX; McAllen-Edinburg-Mission; Hidalgo County; Edinburg,78541
92489,78539; TX; McAllen-Edinburg-Mission; Hidalgo County; Edinburg,78539
92488,78538; TX; McAllen-Edinburg-Mission; Hidalgo County; Edcouch,78538
92487,78537; TX; McAllen-Edinburg-Mission; Hidalgo County; Donna,78537
92486,78536; TX; Rio Grande City; Starr County,78536
92485,78535; TX; Brownsville-Harlingen; Cameron County; Combes,78535
92484,78526; TX; Brownsville-Harlingen; Cameron County; Brownsville,78526
92481,78521; TX; Brownsville-Harlingen; Cameron County; Brownsville,78521
92480,78520; TX; Brownsville-Harlingen; Cameron County; Brownsville,78520
92479,78516; TX; McAllen-Edinburg-Mission; Hidalgo County; Alamo,78516
92477,78504; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen,78504
92476,78503; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen,78503
92474,78501; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen,78501
92452,78418; TX; Corpus Christi; Nueces County,78418
92451,78417; TX; Corpus Christi; Nueces County,78417
92450,78416; TX; Corpus Christi; Nueces County,78416
92449,78415; TX; Corpus Christi; Nueces County,78415
92448,78414; TX; Corpus Christi; Nueces County,78414
92447,78413; TX; Corpus Christi; Nueces County,78413
92446,78412; TX; Corpus Christi; Nueces County,78412
92445,78411; TX; Corpus Christi; Nueces County,78411
92444,78410; TX; Corpus Christi; Nueces County,78410
92443,78409; TX; Corpus Christi; Nueces County,78409
92442,78408; TX; Corpus Christi; Nueces County,78408
92441,78407; TX; Corpus Christi; Nueces County,78407
92440,78406; TX; Corpus Christi; Nueces County,78406
92439,78405; TX; Corpus Christi; Nueces County,78405
92438,78404; TX; Corpus Christi; Nueces County,78404
92436,78402; TX; Corpus Christi; Nueces County,78402
92435,78401; TX; Corpus Christi; Nueces County,78401
92434,78393; TX; Refugio County; Woodsboro,78393
92433,78391; TX; Beeville; Bee County; Tynan,78391
92432,78390; TX; Corpus Christi; San Patricio County; Taft,78390
92431,78389; TX; Beeville; Bee County; Skidmore,78389
92430,78387; TX; Corpus Christi; San Patricio County; Sinton,78387
92428,78384; TX; Duval County; San Diego,78384
92427,78383; TX; Live Oak County; Sandia,78383
92426,78382; TX; Corpus Christi; Aransas County; Rockport,78382
92424,78380; TX; Corpus Christi; Nueces County; Robstown,78380
92423,78379; TX; Kingsville; Kleberg County; Riviera,78379
92422,78377; TX; Refugio County; Refugio,78377
92420,78375; TX; Alice; Jim Wells County; Premont,78375
92419,78374; TX; Corpus Christi; San Patricio County; Portland,78374
92418,78373; TX; Corpus Christi; Nueces County; Port Aransas,78373
92417,78372; TX; Alice; Jim Wells County; Orange Grove,78372
92416,78371; TX; Laredo; Webb County; Oilton,78371
92415,78370; TX; Corpus Christi; San Patricio County; Odem,78370
92414,78369; TX; Laredo; Webb County; Mirando City,78369
92413,78368; TX; Corpus Christi; San Patricio County; Mathis,78368
92411,78363; TX; Kingsville; Kleberg County,78363
92410,78362; TX; Corpus Christi; San Patricio County; Ingleside,78362
92409,78361; TX; Jim Hogg County; Hebbronville,78361
92407,78359; TX; Corpus Christi; San Patricio County; Gregory,78359
92406,78358; TX; Corpus Christi; Aransas County; Rockport,78358
92404,78355; TX; Brooks County; Falfurrias,78355
92403,78353; TX; Brooks County; Encino,78353
92402,78352; TX; Corpus Christi; San Patricio County; Odem,78352
92401,78351; TX; Corpus Christi; Nueces County; Driscoll,78351
924,Carver County; MN; Minneapolis-St. Paul-Bloomington,
92397,78344; TX; Laredo; Webb County; Bruni,78344
92396,78343; TX; Corpus Christi; Nueces County; Bishop,78343
92394,78341; TX; Duval County; San Diego,78341
92393,78340; TX; Refugio County; Bayside,78340
92392,78339; TX; Corpus Christi; Nueces County; Banquete,78339
92390,78336; TX; Corpus Christi; San Patricio County; Aransas Pass,78336
92389,78335; TX; Corpus Christi; San Patricio County; Aransas Pass,78335
92387,78332; TX; Alice; Jim Wells County,78332
92386,78330; TX; Corpus Christi; Nueces County; Agua Dulce,78330
92362,78266; TX; San Antonio-New Braunfels; Comal County; Garden Ridge,
92360,78264; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78264
92359,78263; TX; San Antonio-New Braunfels; Bexar County; China Grove,78263
92357,78261,78261
92356,78260,78260
92355,78259,78259
92354,78258,78258
92353,78257; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78257
92352,78256; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78256
92351,78255; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78255
92350,78254,78254
92349,78253,78253
92348,78252,78252
92347,78251,78251
92346,78250,78250
92345,78249,78249
92344,78248; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78248
92343,78247,78247
92341,78245,78245
92340,78244,78244
92338,78242; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78242
92336,78240,78240
92335,78239,78239
92334,78238,78238
92333,78237; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78237
92330,78234; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78234
92329,78233; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78233
92328,78232; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78232
92327,78231; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78231
92326,78230; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78230
92325,78229,78229
92324,78228,78228
92323,78227,78227
92322,78226; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78226
92321,78225; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78225
92320,78224; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78224
92319,78223; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78223
92318,78222; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78222
92317,78221; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78221
92316,78220; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78220
92315,78219; TX; San Antonio-New Braunfels; Bexar County; Kirby,78219
92314,78218,78218
92313,78217,78217
92312,78216,78216
92311,78215; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78215
92310,78214; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78214
92309,78213; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78213
92308,78212,78212
92307,78211; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78211
92306,78210; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78210
92305,78209,78209
92304,78208; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78208
92303,78207; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78207
92301,78205; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78205
92300,78204; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78204
92299,78203; TX; San Antonio-New Braunfels; Bexar County; San Antonio,
92298,78202; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78202
92297,78201,78201
92296,78164; TX; De Witt County; Yorktown,78164
92295,78163; TX; San Antonio-New Braunfels; Comal County; Bulverde,78163
92294,78162; TX; Beeville; Bee County,78162
92293,78161; TX; San Antonio-New Braunfels; Wilson County; Sutherland Springs,78161
92292,78160; TX; San Antonio-New Braunfels; Wilson County; Stockdale,78160
92291,78159; TX; Gonzales County; Smiley,78159
92289,78155; TX; San Antonio-New Braunfels; Guadalupe County; Seguin,78155
92288,78154,78154
92287,78152; TX; San Antonio-New Braunfels; Bexar County; Saint Hedwig,78152
92286,78151; TX; Karnes County; Runge,78151
92284,78148,78148
92283,78147; TX; San Antonio-New Braunfels; Wilson County; Poth,78147
92282,78146; TX; Beeville; Bee County; Pettus,78146
92280,78144; TX; Karnes County; Karnes City,78144
92279,78143; TX; San Antonio-New Braunfels; Wilson County; Stockdale,
92278,78142; TX; Beeville; Bee County; Normanna,78142
92277,78141; TX; De Witt County; Nordheim,78141
92276,78140; TX; Gonzales County; Nixon,78140
92274,78133; TX; San Antonio-New Braunfels; Comal County; Canyon Lake,78133
92273,78132; TX; San Antonio-New Braunfels; Comal County; New Braunfels,78132
92271,78130,78130
92269,78124; TX; San Antonio-New Braunfels; Guadalupe County; Santa Clara,78124
92268,78123; TX; San Antonio-New Braunfels; Guadalupe County; McQueeney,78123
92267,78122; TX; Gonzales County; Leesville,78122
92266,78121; TX; San Antonio-New Braunfels; Wilson County; La Vernia,78121
92265,78119; TX; Karnes County; Kenedy,78119
92264,78118; TX; Karnes County; Karnes City,78118
92263,78117; TX; Karnes County; Hobson,78117
92262,78116; TX; Karnes County; Gillett,78116
92260,78114; TX; San Antonio-New Braunfels; Wilson County; Floresville,78114
92259,78113; TX; Karnes County; Falls City,78113
92258,78112; TX; San Antonio-New Braunfels; Bexar County; Elmendorf,78112
92256,78109,78109
92255,78108,78108
92253,78104; TX; Beeville; Bee County,78104
92252,78102; TX; Beeville; Bee County,78102
92251,78101; TX; San Antonio-New Braunfels; Bexar County; Adkins,78101
92250,78076; TX; Zapata; Zapata County,78076
92249,78075; TX; Live Oak County; Whitsett,
92247,78073; TX; San Antonio-New Braunfels; Bexar County; San Antonio,78073
92245,78071; TX; Live Oak County; Three Rivers,78071
92244,78070; TX; San Antonio-New Braunfels; Comal County; Spring Branch,78070
92243,78069; TX; San Antonio-New Braunfels; Atascosa County; Somerset,78069
92242,78067; TX; Zapata; Zapata County; San Ygnacio,78067
92241,78066; TX; San Antonio-New Braunfels; Medina County; Riomedina,78066
92240,78065; TX; San Antonio-New Braunfels; Atascosa County; Poteet,78065
92239,78064; TX; San Antonio-New Braunfels; Atascosa County; Pleasanton,
92238,78063; TX; San Antonio-New Braunfels; Bandera County; Pipe Creek,78063
92236,78061; TX; Frio County; Pearsall,78061
92235,78060; TX; Live Oak County; Three Rivers,78060
92234,78059; TX; San Antonio-New Braunfels; Medina County; Natalia,78059
92233,78058; TX; Kerrville; Kerr County; Mountain Home,78058
92232,78057; TX; Frio County; Moore,78057
92231,78056; TX; San Antonio-New Braunfels; Medina County; Mico,78056
92230,78055; TX; San Antonio-New Braunfels; Bandera County; Medina,78055
92228,78052; TX; San Antonio-New Braunfels; Atascosa County; Lytle,78052
92227,78050; TX; San Antonio-New Braunfels; Atascosa County; Pleasanton,78050
92225,78046; TX; Laredo; Webb County,78046
92224,78045; TX; Laredo; Webb County,78045
92222,78043; TX; Laredo; Webb County,78043
92220,78041; TX; Laredo; Webb County,78041
92219,78040; TX; Laredo; Webb County,78040
92218,78039; TX; San Antonio-New Braunfels; Medina County; La Coste,78039
92216,78028; TX; Kerrville; Kerr County,78028
92215,78027; TX; San Antonio-New Braunfels; Kendall County; Kendalia,78027
92214,78026; TX; San Antonio-New Braunfels; Atascosa County; Jourdanton,78026
92213,78025; TX; Kerrville; Kerr County; Ingram,78025
92212,78024; TX; Kerrville; Kerr County; Hunt,78024
92211,78023; TX; San Antonio-New Braunfels; Bexar County; Helotes,78023
92210,78022; TX; Live Oak County; George West,78022
92208,78019; TX; La Salle County; Encinal,78019
92207,78017; TX; Frio County; Dilley,78017
92206,78016; TX; San Antonio-New Braunfels; Medina County; Devine,78016
92205,78015; TX; San Antonio-New Braunfels; Kendall County; Boerne,78015
92203,78013; TX; San Antonio-New Braunfels; Kendall County; Comfort,78013
92202,78012; TX; San Antonio-New Braunfels; Atascosa County; Pleasanton,78012
92201,78011; TX; San Antonio-New Braunfels; Atascosa County; Charlotte,78011
92200,78010; TX; Kerrville; Kerr County; Center Point,78010
92199,78009; TX; San Antonio-New Braunfels; Medina County; Castroville,
92198,78008; TX; San Antonio-New Braunfels; Atascosa County; Campbellton,78008
92196,78006,78006
92195,78005; TX; Frio County; Bigfoot,78005
92194,78004; TX; San Antonio-New Braunfels; Kendall County; Bergheim,78004
92193,78003; TX; San Antonio-New Braunfels; Bandera County; Bandera,78003
92192,78002; TX; San Antonio-New Braunfels; Bexar County; Atascosa,78002
92190,77995; TX; Lavaca County; Yoakum,77995
92189,77994; TX; De Witt County; Westhoff,77994
92187,77991; TX; Jackson County; Vanderbilt,77991
92186,77990; TX; Refugio County; Tivoli,77990
92185,77989; TX; De Witt County; Cuero,77989
92184,77988; TX; Victoria; Victoria County,77988
92183,77987; TX; Lavaca County; Yoakum,77987
92182,77986; TX; Lavaca County; Hallettsville,77986
92181,77984; TX; Lavaca County; Shiner,77984
92180,77983; TX; Port Lavaca; Calhoun County; Seadrift,77983
92179,77982; TX; Port Lavaca; Calhoun County; Port O Connor,77982
92178,77979; TX; Port Lavaca; Calhoun County,77979
92177,77978; TX; Port Lavaca; Calhoun County; Point Comfort,77978
92176,77977; TX; Victoria; Victoria County,77977
92175,77976; TX; Victoria; Victoria County,77976
92174,77975; TX; Lavaca County; Moulton,77975
92173,77974; TX; Victoria; Victoria County; Meyersville,77974
92171,77971; TX; Jackson County; Lolita,77971
92169,77969; TX; Jackson County; Edna,77969
92168,77968; TX; Victoria; Victoria County; Inez,77968
92166,77964; TX; Lavaca County; Hallettsville,77964
92165,77963; TX; Victoria; Goliad County; Goliad,77963
92164,77962; TX; Jackson County; Ganado,77962
92163,77961; TX; Bay City; Matagorda County; Palacios,77961
92162,77960; TX; Victoria; Victoria County,77960
92161,77957; TX; Jackson County; Edna,77957
92160,77954; TX; De Witt County; Cuero,77954
92159,77951; TX; Victoria; Victoria County,77951
92158,77950; TX; Refugio County; Austwell,77950
92157,77905; TX; Victoria; Victoria County,77905
92156,77904; TX; Victoria; Victoria County,77904
92153,77901; TX; Victoria; Victoria County,77901
92152,77882; TX; College Station-Bryan; Robertson County; Hearne,77882
92150,77880; TX; Brenham; Washington County; Washington,77880
92149,77879; TX; College Station-Bryan; Burleson County; Somerville,
92148,77878; TX; College Station-Bryan; Burleson County; Somerville,77878
92147,77876; TX; Grimes County; Richards,77876
92145,77873; TX; Grimes County; Richards,77873
92144,77872; TX; Madison County; North Zulch,77872
92143,77871; TX; Leon County; Normangee,77871
92140,77868; TX; Grimes County; Navasota,77868
92137,77865; TX; Leon County; Marquez,77865
92136,77864; TX; Madison County; Madisonville,77864
92135,77863; TX; College Station-Bryan; Burleson County; Somerville,77863
92133,77861; TX; Grimes County; Iola,77861
92132,77859; TX; College Station-Bryan; Robertson County; Hearne,77859
92131,77857; TX; Milam County; Cameron,77857
92130,77856; TX; College Station-Bryan; Robertson County; Franklin,77856
92129,77855; TX; Leon County; Normangee,
92128,77853; TX; Lee County; Dime Box,77853
92127,77852; TX; College Station-Bryan; Burleson County; Caldwell,77852
92125,77845; TX; College Station-Bryan; Brazos County; College Station,77845
92120,77840; TX; College Station-Bryan; Brazos County; College Station,77840
92119,77838; TX; College Station-Bryan; Burleson County; Caldwell,
92118,77837; TX; College Station-Bryan; Robertson County; Calvert,77837
92117,77836; TX; College Station-Bryan; Burleson County; Caldwell,77836
92116,77835; TX; Brenham; Washington County; Burton,77835
92114,77833; TX; Brenham; Washington County,77833
92113,77831; TX; Grimes County; Bedias,77831
92112,77830; TX; Grimes County; Anderson,77830
92111,77808; TX; College Station-Bryan; Brazos County; Bryan,77808
92110,77807; TX; College Station-Bryan; Brazos County; Bryan,77807
92107,77803; TX; College Station-Bryan; Brazos County; Bryan,77803
92106,77802; TX; College Station-Bryan; Brazos County; Bryan,77802
92105,77801; TX; College Station-Bryan; Brazos County; Bryan,77801
92101,77713; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77713
92098,77708; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,
92097,77707; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77707
92096,77706; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77706
92095,77705; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77705
92093,77703; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77703
92092,77702; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77702
92091,77701; TX; Beaumont-Port Arthur; Jefferson County; Beaumont,77701
92089,77665; TX; Houston-The Woodlands-Sugar Land; Chambers County; Winnie,
92088,77664; TX; Tyler County; Warren,77664
92087,77663; TX; Beaumont-Port Arthur; Hardin County; Kountze,77663
92086,77662; TX; Beaumont-Port Arthur; Orange County; Vidor,77662
92085,77661; TX; Houston-The Woodlands-Sugar Land; Chambers County; Winnie,77661
92084,77660; TX; Tyler County; Spurger,77660
92083,77659; TX; Beaumont-Port Arthur; Hardin County; Sour Lake,77659
92082,77657; TX; Beaumont-Port Arthur; Hardin County; Lumberton,77657
92081,77656; TX; Beaumont-Port Arthur; Hardin County; Silsbee,77656
92080,77655; TX; Beaumont-Port Arthur; Jefferson County; Sabine Pass,77655
92079,77651; TX; Beaumont-Port Arthur; Jefferson County; Port Neches,
92078,77650; TX; Houston-The Woodlands-Sugar Land; Galveston County; Port Bolivar,77650
92076,77642; TX; Beaumont-Port Arthur; Jefferson County; Port Arthur,77642
92074,77640; TX; Beaumont-Port Arthur; Jefferson County; Port Arthur,77640
92072,77632; TX; Beaumont-Port Arthur; Orange County; Mauriceville,77632
92070,77630; TX; Beaumont-Port Arthur; Orange County; Orange,77630
92069,77629; TX; Beaumont-Port Arthur; Jefferson County; Nome,
92068,77627; TX; Beaumont-Port Arthur; Jefferson County; Nederland,77627
92066,77625; TX; Beaumont-Port Arthur; Hardin County; Kountze,77625
92065,77624; TX; Tyler County; Woodville,77624
92064,77623; TX; Houston-The Woodlands-Sugar Land; Galveston County; High Island,77623
92063,77622; TX; Beaumont-Port Arthur; Jefferson County; Hamshire,77622
92062,77619; TX; Beaumont-Port Arthur; Jefferson County; Groves,77619
92061,77617; TX; Houston-The Woodlands-Sugar Land; Galveston County; Gilchrist,77617
92060,77616; TX; Tyler County; Fred,77616
92059,77615; TX; Beaumont-Port Arthur; Hardin County; Silsbee,
92058,77614; TX; Beaumont-Port Arthur; Newton County; Deweyville,77614
92057,77613; TX; Beaumont-Port Arthur; Jefferson County; China,77613
92056,77612; TX; Jasper County; Buna,77612
92055,77611; TX; Beaumont-Port Arthur; Orange County; Bridge City,77611
92054,77598,77598
92053,77597; TX; Houston-The Woodlands-Sugar Land; Chambers County; Wallisville,77597
92051,77591; TX; Houston-The Woodlands-Sugar Land; Galveston County; Texas City,77591
92050,77590; TX; Houston-The Woodlands-Sugar Land; Galveston County; Texas City,77590
92048,77587; TX; Houston-The Woodlands-Sugar Land; Harris County; South Houston,77587
92047,77586,77586
92046,77585; TX; Beaumont-Port Arthur; Hardin County; Saratoga,77585
92045,77584,77584
92044,77583; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Arcola,77583
92043,77582; TX; Houston-The Woodlands-Sugar Land; Liberty County; Devers,77582
92042,77581; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Pearland,77581
92041,77580; TX; Houston-The Woodlands-Sugar Land; Chambers County; Mont Belvieu,77580
92040,77578; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Manvel,77578
92039,77577; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Liverpool,
92038,77575; TX; Houston-The Woodlands-Sugar Land; Liberty County; Liberty,77575
92036,77573,77573
92034,77571; TX; Houston-The Woodlands-Sugar Land; Harris County; La Porte,77571
92033,77568; TX; Houston-The Woodlands-Sugar Land; Galveston County; La Marque,77568
92032,77566; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Lake Jackson,77566
92031,77565; TX; Houston-The Woodlands-Sugar Land; Galveston County; League City,77565
92030,77564; TX; Beaumont-Port Arthur; Hardin County; Batson,77564
92029,77563; TX; Houston-The Woodlands-Sugar Land; Galveston County; Hitchcock,
92028,77562; TX; Houston-The Woodlands-Sugar Land; Harris County; Highlands,77562
92027,77561; TX; Houston-The Woodlands-Sugar Land; Liberty County; Hardin,77561
92026,77560; TX; Houston-The Woodlands-Sugar Land; Chambers County; Wallisville,77560
92024,77554; TX; Houston-The Woodlands-Sugar Land; Galveston County; Galveston,77554
92021,77551,77551
92020,77550,77550
92018,77547; TX; Houston-The Woodlands-Sugar Land; Harris County; Galena Park,77547
92017,77546,77546
92016,77545; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Fresno,77545
92014,77541; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Freeport,77541
92013,77539; TX; Houston-The Woodlands-Sugar Land; Galveston County; Dickinson,77539
92012,77538; TX; Houston-The Woodlands-Sugar Land; Liberty County; Devers,77538
92011,77536; TX; Houston-The Woodlands-Sugar Land; Harris County; Deer Park,77536
92010,77535; TX; Houston-The Woodlands-Sugar Land; Liberty County; Dayton,77535
92009,77534; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Danbury,77534
92008,77533; TX; Houston-The Woodlands-Sugar Land; Liberty County; Daisetta,77533
92007,77532,77532
92006,77531; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Clute,77531
92005,77530; TX; Houston-The Woodlands-Sugar Land; Harris County; Channelview,77530
92003,77521; TX; Houston-The Woodlands-Sugar Land; Harris County; Baytown,77521
92002,77520; TX; Houston-The Woodlands-Sugar Land; Harris County; Baytown,77520
92001,77519; TX; Beaumont-Port Arthur; Hardin County; Batson,77519
92000,77518; TX; Houston-The Woodlands-Sugar Land; Galveston County; Bacliff,77518
91999,77517; TX; Houston-The Woodlands-Sugar Land; Galveston County; Santa Fe,
91997,77515; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Angleton,77515
91996,77514; TX; Houston-The Woodlands-Sugar Land; Chambers County; Anahuac,77514
91994,77511; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Alvin,77511
91993,77510; TX; Houston-The Woodlands-Sugar Land; Galveston County; Santa Fe,77510
91990,77506; TX; Houston-The Woodlands-Sugar Land; Harris County; Pasadena,77506
91989,77505; TX; Houston-The Woodlands-Sugar Land; Harris County; Pasadena,77505
91988,77504; TX; Houston-The Woodlands-Sugar Land; Harris County; Pasadena,77504
91987,77503; TX; Houston-The Woodlands-Sugar Land; Harris County; Pasadena,77503
91986,77502; TX; Houston-The Woodlands-Sugar Land; Harris County; Pasadena,77502
91982,77494,77494
91981,77493,77493
91978,77489; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Missouri City,77489
91977,77488; TX; El Campo; Wharton County; Wharton,77488
91975,77486; TX; Houston-The Woodlands-Sugar Land; Brazoria County; West Columbia,77486
91974,77485; TX; Houston-The Woodlands-Sugar Land; Austin County; Wallis,77485
91973,77484; TX; Houston-The Woodlands-Sugar Land; Waller County; Waller,77484
91972,77483; TX; Bay City; Matagorda County,77483
91971,77482; TX; Bay City; Matagorda County; Van Vleck,77482
91970,77481; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Thompsons,77481
91969,77480; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Sweeny,77480
91968,77479,77479
91967,77478,77478
91966,77477; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Stafford,77477
91965,77476; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Fulshear,77476
91964,77475; TX; Lavaca County; Hallettsville,77475
91963,77474; TX; Houston-The Woodlands-Sugar Land; Austin County; Sealy,77474
91962,77473; TX; Houston-The Woodlands-Sugar Land; Austin County; San Felipe,77473
91961,77471; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Rosenberg,77471
91960,77470; TX; Colorado County; Columbus,77470
91959,77469,
91958,77468; TX; El Campo; Wharton County; Boling,77468
91956,77466; TX; Houston-The Woodlands-Sugar Land; Waller County; Pattison,77466
91955,77465; TX; Bay City; Matagorda County; Palacios,77465
91954,77464; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Orchard,77464
91952,77461; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Needville,77461
91951,77460; TX; El Campo; Wharton County; Wharton,77460
91950,77459,77459
91949,77458; TX; Bay City; Matagorda County; Midfield,
91948,77457; TX; Bay City; Matagorda County; Matagorda,77457
91947,77456; TX; Bay City; Matagorda County; Markham,77456
91946,77455; TX; El Campo; Wharton County; Louise,77455
91945,77454; TX; El Campo; Wharton County; Lissie,77454
91944,77453; TX; El Campo; Wharton County; Wharton,77453
91943,77452; TX; Houston-The Woodlands-Sugar Land; Austin County; Bellville,77452
91942,77451; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Beasley,77451
91941,77450,77450
91940,77449,77449
91939,77448; TX; El Campo; Wharton County; East Bernard,77448
91938,77447; TX; Houston-The Woodlands-Sugar Land; Harris County; Hockley,77447
91937,77446; TX; Houston-The Woodlands-Sugar Land; Waller County; Prairie View,77446
91936,77445; TX; Houston-The Woodlands-Sugar Land; Waller County; Hempstead,77445
91935,77444; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Guy,77444
91934,77443; TX; El Campo; Wharton County; Wharton,77443
91933,77442; TX; Colorado County; Garwood,77442
91932,77441; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Fulshear,77441
91931,77440; TX; Bay City; Matagorda County; Palacios,77440
91930,77437; TX; El Campo; Wharton County,77437
91928,77435; TX; El Campo; Wharton County; East Bernard,77435
91927,77434; TX; Colorado County; Eagle Lake,77434
91926,77433,77433
91925,77432; TX; El Campo; Wharton County; Danevang,77432
91923,77430; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Damon,77430
91922,77429,77429
91921,77428; TX; Bay City; Matagorda County; Palacios,77428
91920,77426; TX; Brenham; Washington County; Chappell Hill,77426
91919,77423; TX; Houston-The Woodlands-Sugar Land; Waller County; Brookshire,77423
91918,77422; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Brazoria,77422
91917,77420; TX; El Campo; Wharton County; Boling,77420
91916,77419; TX; Bay City; Matagorda County; Blessing,77419
91915,77418; TX; Houston-The Woodlands-Sugar Land; Austin County; Bellville,77418
91914,77417; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Beasley,77417
91913,77415; TX; Houston-The Woodlands-Sugar Land; Brazoria County; Sweeny,77415
91912,77414; TX; Bay City; Matagorda County,77414
91910,77412; TX; Colorado County; Columbus,77412
91907,77406; TX; Houston-The Woodlands-Sugar Land; Fort Bend County; Richmond,77406
91904,77401,77401
91903,77399; TX; Polk County; Corrigan,77399
91902,77396,77396
919,Carter County; KY,
91899,77389; TX; Houston-The Woodlands-Sugar Land; Montgomery County; The Woodlands,77389
91898,77388; TX; Houston-The Woodlands-Sugar Land; Harris County; Spring,77388
91896,77386,77386
91895,77385; TX; Houston-The Woodlands-Sugar Land; Montgomery County; Conroe,77385
91894,77384,77384
91892,77382,77382
91891,77381,77381
91890,77380,77380
91889,77379,
91888,77378; TX; Houston-The Woodlands-Sugar Land; Montgomery County; Willis,77378
91887,77377,77377
91886,77376; TX; Beaumont-Port Arthur; Hardin County; Votaw,77376
91885,77375,77375
91884,77374; TX; Beaumont-Port Arthur; Hardin County; Thicket,77374
91883,77373,77373
91882,77372; TX; Houston-The Woodlands-Sugar Land; Montgomery County; Splendora,77372
