region_id,region,zip
95494,87930; NM; Sierra County; Arrey,87930
95493,87901; NM; Sierra County; Truth or Consequences,87901
95492,87832; NM; Socorro County; Socorro,87832
95491,87831; NM; Socorro County; Socorro,87831
95488,87828; NM; Socorro County; Socorro,
95486,87825; NM; Socorro County; Socorro,87825
95484,87823; NM; Socorro County; Socorro,87823
95481,87801; NM; Socorro County; Socorro,87801
95477,87749; NM; Colfax County; Cimarron,
95476,87747; NM; Colfax County; Springer,87747
95474,87745; NM; Las Vegas; San Miguel County; Sapello,87745
95472,87742; NM; Las Vegas; San Miguel County; Rociada,87742
95471,87740; NM; Colfax County; Raton,87740
95463,87729; NM; Colfax County; Miami,
95462,87728; NM; Colfax County; Maxwell,87728
95458,87718; NM; Colfax County; Eagle Nest,
95456,87714; NM; Colfax County; Cimarron,87714
95452,87710; NM; Colfax County; Angel Fire,87710
95451,87701; NM; Las Vegas; San Miguel County,87701
95447,87582; NM; Espaola; Rio Arriba County; Velarde,
95446,87581; NM; Espaola; Rio Arriba County; La Madera,87581
95445,87580; NM; Taos; Taos County; Tres Piedras,87580
95444,87579; NM; Taos; Taos County; Vadito,87579
95443,87578; NM; Espaola; Rio Arriba County; Truchas,87578
95442,87577; NM; Taos; Taos County; Penasco,87577
95440,87575; NM; Espaola; Rio Arriba County; Tierra Amarilla,87575
95438,87573; NM; Las Vegas; San Miguel County; Pecos,
95437,87571; NM; Taos; Taos County,87571
95435,87567; NM; Santa Fe; Santa Fe County; Santa Cruz,87567
95434,87566; NM; Espaola; Rio Arriba County; Ohkay Owingeh,87566
95433,87565; NM; Las Vegas; San Miguel County; San Jose,87565
95432,87564; NM; Taos; Taos County; El Prado,87564
95431,87562; NM; Las Vegas; San Miguel County; Glorieta,87562
95430,87560; NM; Las Vegas; San Miguel County; Ribera,87560
95429,87558; NM; Taos; Taos County; Red River,87558
95428,87557; NM; Taos; Taos County; Ranchos de Taos,87557
95427,87556; NM; Taos; Taos County; Questa,87556
95426,87554; NM; Espaola; Rio Arriba County; Ojo Caliente,87554
95425,87553; NM; Taos; Taos County; Penasco,87553
95424,87552; NM; Las Vegas; San Miguel County; Glorieta,87552
95423,87551; NM; Espaola; Rio Arriba County; Los Ojos,87551
95422,87549; NM; Espaola; Rio Arriba County; Medanales,87549
95421,87548; NM; Espaola; Rio Arriba County; Medanales,87548
95419,87544; NM; Los Alamos; Los Alamos County,87544
95417,87540; NM; Santa Fe; Santa Fe County; Lamy,87540
95416,87539; NM; Espaola; Rio Arriba County; La Madera,87539
95415,87538; NM; Las Vegas; San Miguel County; San Jose,87538
95414,87537; NM; Espaola; Rio Arriba County; Hernandez,87537
95413,87535; NM; Las Vegas; San Miguel County; Glorieta,87535
95411,87532; NM; Espaola; Rio Arriba County; Espanola,87532
95410,87531; NM; Espaola; Rio Arriba County; Dixon,87531
95409,87530; NM; Espaola; Rio Arriba County; El Rito,87530
95408,87529; NM; Taos; Taos County; El Prado,87529
95407,87528; NM; Espaola; Rio Arriba County; Dulce,87528
95406,87527; NM; Espaola; Rio Arriba County; Dixon,87527
95405,87525; NM; Taos; Taos County; Arroyo Seco,87525
95403,87523; NM; Espaola; Rio Arriba County; Chimayo,87523
95402,87522; NM; Espaola; Rio Arriba County; Chimayo,87522
95401,87521; NM; Taos; Taos County; Chamisal,87521
95400,87520; NM; Espaola; Rio Arriba County; Chama,87520
954,Conway County; AR,
95398,87518; NM; Espaola; Rio Arriba County; Cebolla,87518
95397,87517; NM; Taos; Taos County; Carson,87517
95396,87516; NM; Espaola; Rio Arriba County; Chama,87516
95395,87515; NM; Espaola; Rio Arriba County; Canjilon,87515
95394,87514; NM; Taos; Taos County; Arroyo Seco,87514
95393,87513; NM; Taos; Taos County; Arroyo Hondo,87513
95392,87512; TX; Dallas-Fort Worth-Arlington; Tarrant County; Fort Worth,87512
95391,87511; NM; Espaola; Rio Arriba County; Alcalde,87511
95390,87510; NM; Espaola; Rio Arriba County; Abiquiu,87510
95388,87508; NM; Santa Fe; Santa Fe County,87508
95387,87507; NM; Santa Fe; Santa Fe County,87507
95386,87506; NM; Santa Fe; Santa Fe County,87506
95385,87505; NM; Santa Fe; Santa Fe County,87505
95381,87501; NM; Santa Fe; Santa Fe County,87501
95377,87421; NM; Farmington; San Juan County; Waterflow,
95375,87419; NM; Farmington; San Juan County; Navajo Dam,87419
95374,87418; NM; Farmington; San Juan County; La Plata,87418
95373,87417; NM; Farmington; San Juan County; Kirtland,87417
95372,87416; NM; Farmington; San Juan County; Fruitland,87416
95371,87415; NM; Farmington; San Juan County; Flora Vista,87415
95370,87413; NM; Farmington; San Juan County; Bloomfield,87413
95369,87412; NM; Farmington; San Juan County; Blanco,
95368,87410; NM; Farmington; San Juan County; Aztec,87410
95367,87402; NM; Farmington; San Juan County,87402
95366,87401; NM; Farmington; San Juan County,87401
95365,87375; NM; Gallup; McKinley County,87375
95362,87357; NM; Grants; Cibola County; Ramah,87357
95356,87323; NM; Grants; Cibola County; Prewitt,87323
95354,87321; NM; Grants; Cibola County; Ramah,87321
95351,87317; NM; Gallup; McKinley County,87317
95349,87315; NM; Grants; Cibola County; Fence Lake,
95342,87301; NM; Gallup; McKinley County,87301
9533,Salem; AR; Little Rock-North Little Rock-Conway; Saline County,
95321,87144,87144
95318,87124,87124
95317,87123,87123
95316,87122; NM; Albuquerque; Bernalillo County,87122
95315,87121; NM; Albuquerque; Bernalillo County,87121
95314,87120,87120
95311,87116; NM; Albuquerque; Bernalillo County; South Valley,87116
95309,87114; NM; Albuquerque; Bernalillo County,87114
95308,87113; NM; Albuquerque; Bernalillo County,87113
95307,87112,87112
95306,87111; NM; Albuquerque; Bernalillo County,87111
95305,87110,87110
95304,87109,87109
95303,87108; NM; Albuquerque; Bernalillo County,87108
95302,87107,87107
95301,87106,87106
95300,87105; NM; Albuquerque; Bernalillo County; South Valley,87105
95299,87104; NM; Albuquerque; Bernalillo County,87104
95297,87102; NM; Albuquerque; Bernalillo County,87102
95295,87083; NM; Albuquerque; Sandoval County; Cochiti Lake,87083
95292,87068; NM; Albuquerque; Valencia County; Bosque Farms,87068
95291,87064; NM; Espaola; Rio Arriba County; Youngsville,87064
95289,87062; NM; Socorro County; Socorro,87062
95286,87059; NM; Albuquerque; Bernalillo County; Tijeras,87059
95285,87056; NM; Santa Fe; Santa Fe County; Stanley,87056
95284,87053; NM; Albuquerque; Sandoval County; San Ysidro,87053
95282,87051; NM; Grants; Cibola County,87051
95280,87048; NM; Albuquerque; Sandoval County; Corrales,87048
95279,87047; NM; Albuquerque; Bernalillo County; Sandia Park,87047
95278,87046; NM; Albuquerque; Sandoval County; La Jara,87046
95277,87045; NM; Grants; Cibola County; Prewitt,87045
95276,87044; NM; Albuquerque; Sandoval County; Ponderosa,87044
95275,87043; NM; Albuquerque; Sandoval County; Placitas,87043
95274,87042; NM; Albuquerque; Valencia County; Peralta,87042
95273,87041; NM; Albuquerque; Sandoval County; Pena Blanca,87041
95269,87036; NM; Albuquerque; Torrance County; Mountainair,
95268,87035; NM; Albuquerque; Torrance County; Moriarty,87035
95265,87031; NM; Albuquerque; Valencia County; Los Lunas,87031
95264,87029; NM; Espaola; Rio Arriba County; Lindrith,87029
95262,87027; NM; Albuquerque; Sandoval County; La Jara,87027
95261,87026; NM; Albuquerque; Valencia County; Laguna,87026
95260,87025; NM; Albuquerque; Sandoval County; Jemez Springs,87025
95259,87024; NM; Albuquerque; Sandoval County; Jemez Pueblo,87024
95258,87023; NM; Albuquerque; Valencia County; Jarales,87023
95256,87021; NM; Grants; Cibola County,87021
95255,87020; NM; Grants; Cibola County,87020
95253,87017; NM; Espaola; Rio Arriba County; Gallina,87017
95252,87016; NM; Albuquerque; Torrance County; Estancia,87016
95251,87015; NM; Santa Fe; Santa Fe County; Edgewood,87015
95249,87013; NM; Albuquerque; Sandoval County; Cuba,
95248,87012; NM; Espaola; Rio Arriba County; Coyote,87012
95246,87010; NM; Santa Fe; Santa Fe County; Cerrillos,87010
95244,87008; NM; Albuquerque; Bernalillo County; Cedar Crest,87008
95242,87006; NM; Socorro County; Socorro,87006
95241,87005; NM; Grants; Cibola County; Bluewater,87005
95240,87004; NM; Albuquerque; Sandoval County; Bernalillo,87004
95239,87002; NM; Albuquerque; Valencia County; Belen,87002
95238,87001; NM; Albuquerque; Sandoval County; Algodones,87001
95227,86512; AZ; Apache County; Sanders,86512
95226,86511; AZ; Apache County; Saint Michaels,86511
95216,86445; AZ; Lake Havasu City-Kingman; Mohave County; Willow Beach,
95215,86444; AZ; Lake Havasu City-Kingman; Mohave County; Meadview,86444
95213,86442; AZ; Lake Havasu City-Kingman; Mohave County; Bullhead City,86442
95212,86441; AZ; Lake Havasu City-Kingman; Mohave County; Dolan Springs,86441
95211,86440; AZ; Lake Havasu City-Kingman; Mohave County; Mohave Valley,86440
95209,86438; AZ; Lake Havasu City-Kingman; Mohave County; Yucca,86438
95208,86437; AZ; Lake Havasu City-Kingman; Mohave County; Valentine,86437
95207,86436; AZ; Lake Havasu City-Kingman; Mohave County; Mohave Valley,86436
95204,86433; AZ; Lake Havasu City-Kingman; Mohave County; Peach Springs,86433
95203,86432; AZ; Lake Havasu City-Kingman; Mohave County; Littlefield,86432
95202,86431; AZ; Lake Havasu City-Kingman; Mohave County; Chloride,86431
95200,86429; AZ; Lake Havasu City-Kingman; Mohave County; Bullhead City,86429
95198,86426; AZ; Lake Havasu City-Kingman; Mohave County; Mohave Valley,
95197,86413; AZ; Lake Havasu City-Kingman; Mohave County; Golden Valley,86413
95195,86411; AZ; Lake Havasu City-Kingman; Mohave County; Kingman,86411
95194,86409; AZ; Lake Havasu City-Kingman; Mohave County; Kingman,86409
95193,86406; AZ; Lake Havasu City-Kingman; Mohave County; Lake Havasu City,86406
95191,86404; AZ; Lake Havasu City-Kingman; Mohave County; Lake Havasu City,86404
95190,86403; AZ; Lake Havasu City-Kingman; Mohave County; Lake Havasu City,86403
95188,86401; AZ; Lake Havasu City-Kingman; Mohave County; Kingman,
95187,86351; AZ; Prescott; Yavapai County; Sedona,86351
95186,86343; AZ; Prescott; Yavapai County; Crown King,86343
95181,86338; AZ; Prescott; Yavapai County; Skull Valley,86338
95180,86337; AZ; Prescott; Yavapai County; Seligman,86337
95179,86336; AZ; Prescott; Yavapai County; Sedona,
95178,86335; AZ; Prescott; Yavapai County; Rimrock,86335
95177,86334; AZ; Prescott; Yavapai County; Paulden,86334
95176,86333; AZ; Prescott; Yavapai County; Mayer,86333
95175,86332; AZ; Prescott; Yavapai County; Kirkland,86332
95174,86331; AZ; Prescott; Yavapai County; Jerome,86331
95172,86329; AZ; Prescott; Yavapai County; Dewey-Humboldt,86329
95171,86327; AZ; Prescott; Yavapai County; Dewey-Humboldt,86327
95170,86326; AZ; Prescott; Yavapai County; Cottonwood,86326
95169,86325; AZ; Prescott; Yavapai County; Cornville,
95168,86324; AZ; Prescott; Yavapai County; Clarkdale,86324
95167,86323; AZ; Prescott; Yavapai County; Chino Valley,86323
95166,86322; AZ; Prescott; Yavapai County; Camp Verde,86322
95165,86321; AZ; Prescott; Yavapai County; Bagdad,86321
95164,86320; AZ; Prescott; Yavapai County; Ash Fork,86320
95163,86314; AZ; Prescott; Yavapai County; Prescott Valley,86314
95160,86305; AZ; Prescott; Yavapai County,86305
95158,86303; AZ; Prescott; Yavapai County,86303
95156,86301; AZ; Prescott; Yavapai County,86301
95152,86047; AZ; Show Low; Navajo County; Winslow,86047
95151,86046; AZ; Flagstaff; Coconino County; Williams,86046
95146,86040; AZ; Flagstaff; Coconino County; Page,
95144,86038; AZ; Flagstaff; Coconino County; Mormon Lake,86038
95143,86036; AZ; Flagstaff; Coconino County; Page,86036
95139,86032; AZ; Show Low; Navajo County; Joseph City,
95134,86025; AZ; Show Low; Navajo County; Holbrook,86025
95133,86024; AZ; Flagstaff; Coconino County; Happy Jack,86024
95132,86023; AZ; Flagstaff; Coconino County; Grand Canyon,86023
95131,86022; AZ; Flagstaff; Coconino County; Fredonia,86022
95130,86021; AZ; Lake Havasu City-Kingman; Mohave County; Colorado City,86021
95128,86018; AZ; Flagstaff; Coconino County; Parks,86018
95127,86017; AZ; Flagstaff; Coconino County; Munds Park,86017
95125,86015; AZ; Flagstaff; Coconino County,86015
95123,86004; AZ; Flagstaff; Coconino County,86004
95120,86001; AZ; Flagstaff; Coconino County,86001
95117,85940; AZ; Apache County; Vernon,85940
95116,85939; AZ; Show Low; Navajo County; Taylor,85939
95115,85938; AZ; Apache County; Springerville,85938
95114,85937; AZ; Show Low; Navajo County; Snowflake,85937
95113,85936; AZ; Apache County; Saint Johns,85936
95112,85935; AZ; Show Low; Navajo County; Pinetop,85935
95111,85934; AZ; Show Low; Navajo County; Pinedale,85934
95110,85933; AZ; Show Low; Navajo County; Overgaard,85933
95109,85932; AZ; Apache County; Nutrioso,
95108,85931; AZ; Flagstaff; Coconino County; Forest Lakes,85931
95106,85929; AZ; Show Low; Navajo County; Lakeside,85929
95105,85928; AZ; Show Low; Navajo County; Heber,85928
95104,85927; AZ; Apache County; Greer,85927
95102,85925; AZ; Apache County; Eagar,85925
95101,85924; AZ; Apache County; Concho,85924
95100,85923; AZ; Show Low; Navajo County,85923
95099,85922; AZ; Greenlee County; Blue,
95098,85920; AZ; Apache County; Alpine,85920
95097,85912; AZ; Show Low; Navajo County,85912
95094,85901; AZ; Show Low; Navajo County,85901
95091,85757; AZ; Tucson; Pima County,85757
95090,85755; AZ; Tucson; Pima County; Oro Valley,85755
95086,85750,85750
95085,85749; AZ; Tucson; Pima County,85749
95084,85748,85748
95083,85747,85747
95082,85746,85746
95081,85745,85745
95079,85743,85743
95078,85742; AZ; Tucson; Pima County,85742
95077,85741,85741
95075,85739,85739
95073,85737; AZ; Tucson; Pima County; Oro Valley,85737
95072,85736; AZ; Tucson; Pima County; Three Points,85736
95071,85735; AZ; Tucson; Pima County,85735
95066,85730,
95057,85719,85719
95056,85718,85718
95054,85716,85716
95053,85715; AZ; Tucson; Pima County,85715
95052,85714; AZ; Tucson; Pima County,85714
95051,85713,85713
95050,85712,85712
95049,85711,
95048,85710,85710
95044,85706,85706
95043,85705,85705
95042,85704,85704
95039,85701,
95033,85653; AZ; Tucson; Pima County; Marana,85653
95031,85650,85650
95030,85648; AZ; Nogales; Santa Cruz County; Rio Rico,85648
95029,85646; AZ; Nogales; Santa Cruz County; Tubac,85646
95028,85645; AZ; Tucson; Pima County; Amado,85645
95026,85643; AZ; Sierra Vista-Douglas; Cochise County; Willcox,85643
95025,85641; AZ; Tucson; Pima County; Vail,85641
95024,85640; AZ; Nogales; Santa Cruz County; Tubac,85640
95022,85638; AZ; Sierra Vista-Douglas; Cochise County; Tombstone,85638
95021,85637; AZ; Nogales; Santa Cruz County; Sonoita,85637
95019,85635,85635
95016,85632; AZ; Sierra Vista-Douglas; Cochise County; San Simon,85632
95015,85631; AZ; Phoenix-Mesa-Scottsdale; Pinal County; San Manuel,85631
95014,85630; AZ; Sierra Vista-Douglas; Cochise County; Saint David,85630
95013,85629,85629
95011,85627; AZ; Sierra Vista-Douglas; Cochise County; Benson,85627
95010,85626; AZ; Sierra Vista-Douglas; Cochise County; Douglas,85626
95009,85625; AZ; Sierra Vista-Douglas; Cochise County; Pearce,
95008,85624; AZ; Nogales; Santa Cruz County; Patagonia,85624
95007,85623; AZ; Phoenix-Mesa-Scottsdale; Pinal County; Oracle,85623
95006,85622; AZ; Tucson; Pima County; Green Valley,85622
95005,85621; AZ; Nogales; Santa Cruz County,85621
95003,85619; AZ; Sierra Vista-Douglas; Cochise County; Benson,85619
95002,85618; AZ; Phoenix-Mesa-Scottsdale; Pinal County; Mammoth,85618
95001,85617; AZ; Sierra Vista-Douglas; Cochise County; Mc Neal,85617
95000,85616; AZ; Sierra Vista-Douglas; Cochise County; Huachuca City,85616
950,Colfax County; NM,
94999,85615; AZ; Sierra Vista-Douglas; Cochise County; Hereford,
94998,85614; AZ; Tucson; Pima County; Green Valley,85614
94996,85611; AZ; Nogales; Santa Cruz County; Elgin,85611
94995,85610; AZ; Sierra Vista-Douglas; Cochise County; Elfrida,85610
94994,85609; AZ; Sierra Vista-Douglas; Cochise County; Dragoon,85609
94992,85607; AZ; Sierra Vista-Douglas; Cochise County; Douglas,85607
94991,85606; AZ; Sierra Vista-Douglas; Cochise County; Cochise,85606
94989,85603; AZ; Sierra Vista-Douglas; Cochise County; Bisbee,85603
94988,85602; AZ; Sierra Vista-Douglas; Cochise County; Benson,85602
94987,85601; AZ; Tucson; Pima County; Arivaca,85601
94986,85554; AZ; Payson; Gila County; Young,85554
94985,85553; AZ; Payson; Gila County; Tonto Basin,85553
94984,85552; AZ; Safford; Graham County; Thatcher,85552
94979,85546; AZ; Safford; Graham County,85546
94978,85545; AZ; Payson; Gila County; Roosevelt,85545
94977,85544; AZ; Payson; Gila County; Pine,85544
94976,85543; AZ; Safford; Graham County; Pima,85543
94974,85541; AZ; Payson; Gila County,85541
94973,85540; AZ; Greenlee County; Morenci,85540
94972,85539; AZ; Payson; Gila County; Miami,85539
94971,85536; AZ; Safford; Graham County; Fort Thomas,85536
94969,85534; AZ; Greenlee County; Duncan,85534
94968,85533; AZ; Greenlee County; Clifton,85533
94967,85532; AZ; Payson; Gila County; Miami,85532
94966,85531; AZ; Safford; Graham County; Thatcher,85531
94963,85501; AZ; Payson; Gila County; Globe,85501
94962,85396,85396
94961,85390; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Wickenburg,85390
94960,85388,85388
94959,85387; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Surprise,85387
94957,85383,85383
94956,85382,85382
94955,85381,85381
94953,85379,85379
94952,85378; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Surprise,85378
94951,85377; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Carefree,85377
94949,85375,85375
94948,85374,85374
94947,85373,85373
94943,85367; AZ; Yuma; Yuma County,85367
94941,85365; AZ; Yuma; Yuma County,85365
94940,85364; AZ; Yuma; Yuma County,85364
94939,85363; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Youngtown,85363
94938,85362; AZ; Prescott; Yavapai County; Yarnell,85362
94937,85361; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Surprise,85361
94936,85360; AZ; Lake Havasu City-Kingman; Mohave County; Wikieup,85360
94934,85358; AZ; La Paz County; Salome,85358
94933,85357; AZ; La Paz County; Wenden,85357
94932,85356; AZ; Yuma; Yuma County; Wellton,85356
94931,85355,85355
94930,85354; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Tonopah,85354
94929,85353,85353
94928,85352; AZ; Yuma; Yuma County; Wellton,85352
94927,85351,85351
94926,85350; AZ; Yuma; Yuma County; Somerton,85350
94925,85349; AZ; Yuma; Yuma County; San Luis,85349
94924,85348; AZ; La Paz County; Salome,85348
94923,85347; AZ; Yuma; Yuma County; Roll,85347
94922,85346; AZ; La Paz County; Quartzsite,85346
94921,85345,85345
94920,85344; AZ; La Paz County; Parker,85344
94919,85343; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Buckeye,
94918,85342; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Peoria,85342
94916,85340,85340
94915,85339,85339
94914,85338,85338
94913,85337; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Gila Bend,85337
94912,85336; AZ; Yuma; Yuma County; Somerton,85336
94911,85335,85335
94910,85334; AZ; La Paz County; Ehrenberg,85334
94909,85333; AZ; Yuma; Yuma County; Dateland,
94908,85332; AZ; Prescott; Yavapai County; Congress,85332
94907,85331,85331
94905,85328; AZ; La Paz County; Cibola,85328
94903,85326,85326
94902,85325; AZ; La Paz County; Bouse,85325
94901,85324; AZ; Prescott; Yavapai County; Black Canyon City,85324
94900,85323,85323
94899,85322; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Arlington,
94898,85321; AZ; Tucson; Pima County; Ajo,85321
94897,85320; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Aguila,85320
94892,85310,85310
94890,85308,85308
94889,85307; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Glendale,85307
94888,85306,85306
94887,85305,85305
94886,85304,85304
94885,85303,85303
94884,85302,85302
94883,85301,85301
94881,85297,85297
94880,85296,85296
94873,85284,85284
94872,85283,85283
94871,85282,85282
94870,85281,85281
94859,85268,85268
94857,85266; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Scottsdale,85266
94856,85264; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Fort McDowell,85264
94855,85263; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Rio Verde,85263
94854,85262,85262
94852,85260,85260
94851,85259,85259
94850,85258,85258
94849,85257,
94847,85255,85255
94846,85254,85254
94845,85253,85253
94843,85251,85251
94842,85250,85250
94841,85249,85249
94840,85248,85248
94835,85143,85143
94830,85236; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Gilbert,85236
94828,85234,85234
94827,85233,85233
94821,85226,85226
94820,85225,85225
94819,85224,
94810,85215,85215
94808,85213,
94807,85212,85212
94805,85210,85210
94804,85209,85209
94803,85208,85208
94802,85207,85207
94801,85206,85206
94800,85205,85205
948,Coffey County; KS,
94799,85204,85204
94798,85203,85203
94797,85202,85202
94796,85201,85201
94793,85087; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; New River,85087
94792,85086,85086
94791,85085,85085
94767,85054,
94766,85053,85053
94765,85051,85051
94764,85050,85050
94763,85048,85048
94761,85045,85045
94760,85044,85044
94759,85043,85043
94758,85042,85042
94757,85041,85041
94756,85040,85040
94753,85037,85037
94751,85035,85035
94750,85034; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Phoenix,85034
94749,85033,
94748,85032,85032
94747,85031; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Phoenix,85031
94745,85029,85029
94744,85028,85028
94743,85027,85027
94740,85024,85024
94739,85023,85023
94738,85022,85022
94737,85021,85021
94736,85020,85020
94735,85019,85019
94734,85018,85018
94733,85017,85017
94732,85016,85016
94731,85015,85015
94730,85014,85014
94729,85013,85013
94728,85012,85012
94725,85009,85009
94724,85008,85008
94723,85007; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Phoenix,85007
94722,85006,85006
94720,85004; AZ; Phoenix-Mesa-Scottsdale; Maricopa County; Phoenix,85004
94719,85003,85003
94715,84790; UT; St. George; Washington County; Saint George,84790
94714,84784; UT; St. George; Washington County; Hildale,84784
94713,84783; UT; St. George; Washington County; Saint George,84783
94712,84782; UT; St. George; Washington County; Veyo,84782
94711,84781; UT; St. George; Washington County; Pine Valley,84781
94710,84780; UT; St. George; Washington County; Washington,84780
94709,84779; UT; St. George; Washington County; Virgin,
94706,84774; UT; St. George; Washington County; Toquerville,84774
94704,84772; UT; Cedar City; Iron County; Summit,84772
94702,84770; UT; St. George; Washington County; Saint George,84770
94701,84767; UT; St. George; Washington County; Virgin,84767
94700,84766; UT; Piute County; Sevier,84766
94699,84765; UT; St. George; Washington County; Santa Clara,
94697,84763; UT; St. George; Washington County; Springdale,84763
94696,84762; UT; Kane County; Duck Creek Village,84762
94695,84761; UT; Cedar City; Iron County; Parowan,84761
94694,84760; UT; Cedar City; Iron County; Parowan,84760
94692,84758; UT; Kane County; Orderville,84758
94691,84757; UT; St. George; Washington County; New Harmony,84757
94690,84756; UT; Cedar City; Iron County; Beryl,84756
94688,84754; UT; Sevier County; Monroe,
94681,84746; UT; St. George; Washington County; Leeds,84746
94680,84745; UT; St. George; Washington County; La Verkin,84745
94679,84744; UT; Sevier County; Koosharem,
94677,84742; UT; Cedar City; Iron County; Kanarraville,84742
94676,84741; UT; Kane County; Kanab,84741
94674,84739; UT; Sevier County; Joseph,84739
94673,84738; UT; St. George; Washington County; Ivins,84738
94672,84737; UT; St. George; Washington County; Hurricane,84737
94668,84733; UT; St. George; Washington County; Veyo,
94665,84730; UT; Sevier County; Glenwood,84730
94664,84729; UT; Kane County; Glendale,84729
94661,84725; UT; St. George; Washington County; Pine Valley,84725
94660,84724; UT; Sevier County; Elsinore,84724
94658,84722; UT; St. George; Washington County; Central,84722
94657,84721; UT; Cedar City; Iron County,84721
94656,84720; UT; Cedar City; Iron County,84720
94655,84719; UT; Cedar City; Iron County; Brian Head,84719
94650,84714; UT; Cedar City; Iron County; Beryl,84714
94649,84713; UT; Beaver County; Beaver,84713
94647,84711; UT; Sevier County; Annabella,84711
94646,84710; UT; Kane County; Duck Creek Village,84710
94645,84701; UT; Sevier County; Richfield,84701
94644,84667; UT; Sanpete County; Wales,84667
94643,84665; UT; Sanpete County; Fairview,84665
94642,84664; UT; Provo-Orem; Utah County; Mapleton,84664
94641,84663; UT; Provo-Orem; Utah County; Springville,84663
94640,84662; UT; Sanpete County; Spring City,84662
94639,84660; UT; Provo-Orem; Utah County; Spanish Fork,84660
94638,84657; UT; Sevier County; Sigurd,84657
94637,84656; UT; Millard County; Scipio,84656
94636,84655; UT; Provo-Orem; Utah County; Santaquin,84655
94635,84654; UT; Sevier County; Salina,84654
94634,84653; UT; Provo-Orem; Utah County; Salem,84653
94633,84652; UT; Sevier County; Redmond,84652
94632,84651; UT; Provo-Orem; Utah County; Payson,84651
94631,84649; UT; Millard County; Oak City,84649
94630,84648; UT; Provo-Orem; Juab County; Nephi,84648
94629,84647; UT; Sanpete County; Mount Pleasant,84647
94628,84646; UT; Sanpete County; Moroni,84646
94627,84645; UT; Provo-Orem; Juab County; Mona,84645
94626,84644; UT; Millard County; Meadow,84644
94625,84643; UT; Sanpete County; Mayfield,84643
94624,84642; UT; Sanpete County; Manti,84642
94622,84639; UT; Provo-Orem; Juab County; Levan,84639
94621,84638; UT; Millard County; Leamington,84638
94620,84637; UT; Millard County; Kanosh,84637
94619,84636; UT; Millard County; Holden,84636
94618,84635; UT; Millard County; Hinckley,84635
94617,84634; UT; Sanpete County; Fairview,84634
94616,84633; UT; Provo-Orem; Utah County; Goshen,84633
94615,84632; UT; Sanpete County; Fountain Green,84632
94614,84631; UT; Millard County; Fillmore,84631
94613,84630; UT; Sanpete County; Fayette,84630
94612,84629; UT; Sanpete County; Fairview,84629
94611,84628; UT; Provo-Orem; Juab County; Eureka,84628
94610,84627; UT; Sanpete County; Ephraim,84627
94609,84626; UT; Provo-Orem; Utah County; Goshen,
94608,84624; UT; Millard County; Delta,84624
94606,84622; UT; Sanpete County; Centerfield,84622
94604,84620; UT; Sevier County; Aurora,84620
94603,84606; UT; Provo-Orem; Utah County; Provo,84606
94601,84604; UT; Provo-Orem; Utah County; Provo,84604
946,Coffee County; GA; Douglas,
94598,84601; UT; Provo-Orem; Utah County; Provo,84601
94597,84542; UT; Price; Carbon County; Wellington,84542
94595,84539; UT; Price; Carbon County; East Carbon,84539
94592,84535; UT; San Juan County; Monticello,84535
94589,84532; UT; Grand County; Moab,84532
94587,84530; UT; San Juan County; Monticello,84530
94583,84526; UT; Price; Carbon County; Helper,84526
94578,84520; UT; Price; Carbon County; East Carbon,
94573,84512; UT; San Juan County; Monticello,84512
94572,84511; UT; San Juan County; Blanding,84511
94570,84501; UT; Price; Carbon County,84501
94568,84414; UT; Ogden-Clearfield; Weber County; North Ogden,84414
94563,84405; UT; Ogden-Clearfield; Weber County; Washington Terrace,84405
94562,84404,84404
94561,84403,84403
94559,84401; UT; Ogden-Clearfield; Weber County; Ogden,84401
94558,84341; UT; Logan; Cache County; North Logan,84341
94557,84340; UT; Ogden-Clearfield; Box Elder County; Willard,84340
94556,84339; UT; Logan; Cache County; Wellsville,84339
94555,84338; UT; Logan; Cache County; Trenton,84338
94554,84337; UT; Ogden-Clearfield; Box Elder County; Tremonton,84337
94552,84335; UT; Logan; Cache County; Smithfield,84335
94551,84334; UT; Ogden-Clearfield; Box Elder County; Riverside,84334
